words@mnk1988m	@mnk1988m	146.879	147.252	звука
words@mnk1988m	@mnk1988m	147.252	147.624	что
words@mnk1988m	@mnk1988m	147.624	147.997	/
words@mnk1988m	@mnk1988m	147.997	148.369	мы
words@mnk1988m	@mnk1988m	148.369	148.741	видели
words@mnk1988m	@mnk1988m	148.741	149.114	вот
words@mnk1988m	@mnk1988m	149.114	149.486	там
words@mnk1988m	@mnk1988m	149.486	149.858	какой-то
words@mnk1988m	@mnk1988m	149.858	150.231	такой
words@mnk1988m	@mnk1988m	150.231	150.603	/
words@mnk1988m	@mnk1988m	150.603	150.976	аккордеончик
words@mnk1988m	@mnk1988m	150.976	151.348	/
words@mnk1988m	@mnk1988m	151.348	151.72	какой-то
words@mnk1988m	@mnk1988m	151.72	152.093	лёгкий
words@mnk1988m	@mnk1988m	152.093	152.465	такой
words@mnk1988m	@mnk1988m	152.465	152.837	/
words@mnk1988m	@mnk1988m	152.837	153.21	что-то
words@mnk1988m	@mnk1988m	153.21	153.582	/
words@mnk1988m	@mnk1988m	153.582	153.955	что-то
words@mnk1988m	@mnk1988m	153.955	154.327	в
words@mnk1988m	@mnk1988m	154.327	154.699	таком
words@mnk1988m	@mnk1988m	154.699	155.072	духе
words@mnk1988m	@mnk1988m	155.072	155.444	/
words@mnk1988m	@mnk1988m	155.444	155.817	/
words@mnk1988m	@mnk1988m	155.943	156.293	Мы
words@mnk1988m	@mnk1988m	156.293	156.644	не
words@mnk1988m	@mnk1988m	156.644	156.995	знали
words@mnk1988m	@mnk1988m	156.995	157.346	#нрзб#
words@mnk1988m	@mnk1988m	157.346	157.697	что
words@mnk1988m	@mnk1988m	157.697	158.048	будет
words@mnk1988m	@mnk1988m	158.048	158.399	дальше
words@mnk1988m	@mnk1988m	158.399	158.749	хе-хе
words@mnk1988m	@mnk1988m	158.749	159.1	но
words@mnk1988m	@mnk1988m	159.1	159.451	/
words@mnk1988m	@mnk1988m	159.451	159.802	хотели
words@mnk1988m	@mnk1988m	159.802	160.153	просто
words@mnk1988m	@mnk1988m	160.153	160.504	/
words@mnk1988m	@mnk1988m	160.504	160.855	хотя
words@mnk1988m	@mnk1988m	160.855	161.206	бы
words@mnk1988m	@mnk1988m	161.206	161.556	может
words@mnk1988m	@mnk1988m	161.556	161.907	быть
words@mnk1988m	@mnk1988m	161.907	162.258	на
